,S17-IR-2021,Docker Machine and Swarm (1) -- Shark (1) -- Ligra (1) -- Redis (1) -- Facebook Puma/Ptail/Scribe/ODS (1)
,S17-IR-2022,Sesame (1) -- Pilot Jobs (1) -- Red Hat OpenShift (1) -- Google Pub Sub (1) -- Boto (1)
,S17-IR-2023,SGE (1) -- Marionette Collective (1) -- Neptune (1) -- Amazon Route 53 (1) -- Splunk (1)
,S17-IR-2024,Cobbler (1) -- GraphX (1) -- Memcached (1) -- graphdb (1) -- LDAP (1)
,S17-IR-2025,Graylog (1) -- InCommon (1) -- BlinkDB (1) -- Moab (1) -- Globus Tools (1)
,S17-IR-2026,Ceph (1) -- CDF (1) -- Jitterbit (1) -- Naiad (1) -- publish-subscribe: MPI (1)
,S17-IR-2027,DataNucleus (1) -- Razor (1) -- Twitter Heron (1) -- Amazon RDS (1) -- SAML OAuth (1)
,S17-IR-2028,Spark Streaming (1) -- Libcloud (1) -- Google Kubernetes (1) -- mlpy (1) -- Dokku (1)
,S17-IR-2029,Galois (1) -- Slurm [Slu] (1) -- Giraffe (1) -- Azure Machine Learning (1) -- Ninefold (1)
,S17-IR-2030,UIMA (1) -- Jena (1) -- Tycoon (1) -- Azure Data Factory (1) -- Google Cloud DataFlow (1)
,S17-IR-2031,Google Cloud Storage (1) -- EclipseLink (1) -- Torch (1) -- Caffe (1) -- Parquet (1)
,S17-IR-2032,AWS Elastic Beanstalk (1) -- PolyBase (1) -- Pivotal Greenplum (1) -- Blazegraph (1) -- S4 (1)
,S17-IR-2033,Spark SQL (1) -- LevelDB (1) -- Google DataStore (1) -- IBM System G (1) -- CloudML (1)
,S17-IR-2034,rkt (1) -- Heroku (1) -- Pegasus (1) -- Drill (1) -- Titan:db (1)
,S17-IR-2035,ODBC/JDBC (1) -- f4 (1) -- Oracle PGX (1) -- Eucalyptus (1) -- D3.js (1)
,S17-IR-2036,OpenStack Heat (1) -- Saga (1) -- Agave (1) -- Storm (1) -- JMS (1)
,S17-IR-2037,Public Cloud: Amazon SNS (1) -- FTP (1) -- HBase (1) -- MQTT (1) -- RCFile (1)
,S17-IR-2038,Terraform (1) -- H2O (1) -- KVM (1) -- Cloud Foundry (1) -- CloudBees (1)
,S17-IR-2039,TOSCA (1) -- HTTP (1) -- IBM BlueMix (1) -- Google Omega (1) -- Gluster (1)
,S17-IR-2040,Xcat (1) -- DB2 (1) -- Engine Yard (1) -- MLlib (1) -- Accumulo (1)
,S17-IR-2041,IBM Watson (1) -- Public Cloud: Amazon S3 (1) -- Kyoto/Tokyo Cabinet (1) -- Elasticsearch (1) -- Tajo (1)
,S17-IR-2042,PetSc (1) -- Any2Api (1) -- Espresso (1) -- Giraph (1) -- Pregel (1)
,S17-IR-2044,AllegroGraph (1) -- Theano (1) -- Atmosphere (1) -- Granules (1) -- HDFS (1)
,,- , -
,S17-TS-0001,Mahout (1)
,S17-TS-0001,Tika (1)
,S17-TS-0003,HCatalog (1)
,S17-TS-0004,Foreman (1)
,S17-TS-0005,Genesis (1)
,S17-TS-0006,Presto (1)
,S17-TS-0007,Nagios (1)
